,SLNO,Candidate.Ref,DOJ.Extended,Duration.to.accept.offer,Notice.period,Offered.band,Pecent.hike.expected.in.CTC,Percent.hike.offered.in.CTC,Percent.difference.CTC,Joining.Bonus,Candidate.relocate.actual,Gender,Candidate.Source,Rex.in.Yrs,LOB,Location,Age,Status
8018,10462,3452140,No,5,30,E1,48.65,18.92,-20.0,No,No,Male,Agency,3,BFSI,Chennai,34,1
6802,8804,3294372,No,8,30,E2,53.33,60.0,4.35,No,No,Male,Agency,8,CSMP,Chennai,36,1
6094,7957,3249863,Yes,0,90,E1,59.57,19.68,-25.0,No,No,Male,Agency,2,ERS,Chennai,27,1
5957,7789,3230511,No,42,60,E1,34.53,35.14,0.45,No,No,Female,Agency,2,BFSI,Bangalore,25,1
2892,4017,2424572,No,16,45,E2,29.78,17.49,-9.47,No,No,Male,Direct,7,BFSI,Chennai,30,1
7372,9534,3351731,Yes,7,30,E2,16.67,20.83,3.57,Yes,No,Male,Direct,8,EAS,Bangalore,34,1
3027,4185,2441302,Yes,7,60,E1,33.33,16.67,-12.5,No,No,Male,Agency,3,ERS,Chennai,25,1
2843,3957,2420413,Yes,110,30,E1,39.53,39.53,0.0,No,No,Male,Direct,3,BFSI,Bangalore,26,1
5125,6777,2859620,No,40,30,E1,42.86,30.95,-8.33,No,No,Male,Direct,3,AXON,Chennai,27,1
5275,6966,3029719,No,5,60,E2,84.78,79.35,-2.94,No,No,Male,Direct,5,ETS,Chennai,28,1
5989,7833,3234674,Yes,19,30,E2,50.19,30.16,-13.33,No,No,Male,Agency,6,ERS,Chennai,31,1
846,1085,2196744,Yes,1,120,E1,114.29,107.14,-3.33,Yes,No,Male,Direct,3,ERS,Chennai,26,1
4606,6118,2786241,No,12,30,E1,21.7,31.85,8.33,No,No,Male,Direct,4,ETS,Bangalore,30,1
6382,8302,3263242,Yes,41,60,E1,45.83,25.0,-14.29,Yes,No,Male,Agency,3,ERS,Chennai,24,1
4584,6092,2781679,Yes,101,90,E2,26.09,16.39,-7.69,No,No,Male,Employee Referral,8,BFSI,Chennai,31,1
3453,4695,2479011,No,92,60,E1,47.73,47.73,0.0,No,No,Male,Direct,3,BFSI,Chennai,31,1
7372,9534,3351731,Yes,7,30,E2,16.67,20.83,3.57,Yes,No,Male,Direct,8,EAS,Bangalore,34,1
3256,4467,2464239,No,4,60,E1,35.4,35.4,0.0,No,No,Male,Direct,4,ERS,Chennai,27,1
7284,9418,3342471,Yes,30,30,E1,33.33,38.89,4.17,No,No,Male,Direct,3,BFSI,Bangalore,34,1
2717,3805,2416574,Yes,14,90,E2,41.18,41.18,0.0,No,No,Female,Direct,6,ERS,Chennai,29,1
4014,5398,2579336,No,0,30,E1,20.69,3.45,-14.29,No,No,Male,Direct,3,INFRA,Noida,27,1
4067,5460,2587064,No,2,30,E1,11.11,11.11,0.0,No,No,Female,Direct,7,ERS,Chennai,38,1
4946,6546,2831577,No,20,30,E1,51.58,51.58,0.0,No,No,Male,Direct,7,BFSI,Chennai,34,1
6946,8985,3305038,No,6,30,E1,12.46,12.46,0.0,Yes,No,Male,Agency,4,BFSI,Bangalore,30,1
2007,2939,2356805,Yes,8,30,E1,42.86,33.93,-6.25,No,No,Male,Direct,9,ERS,Bangalore,29,1
888,1143,2201794,No,28,60,E1,36.36,21.21,-11.11,No,No,Male,Employee Referral,4,EAS,Noida,26,1
8293,10931,3506541,Yes,11,0,E1,50.0,-2.5,-35.0,No,No,Male,Agency,1,INFRA,Noida,34,1
5763,7555,3215080,No,28,30,E1,105.92,93.05,-6.25,No,No,Male,Direct,1,ERS,Chennai,24,1
1514,2195,2284176,No,57,30,E2,33.03,33.03,0.0,No,No,Male,Employee Referral,8,INFRA,Chennai,34,1
4943,6543,2831505,Yes,82,90,E1,56.63,44.58,-7.69,No,No,Female,Agency,3,BFSI,Bangalore,26,1
5825,7636,3221415,No,1,60,E2,44.53,40.92,-2.5,No,No,Male,Direct,10,BFSI,Chennai,36,1
7084,9158,3321746,Yes,9,60,E1,70.59,70.59,0.0,No,No,Male,Agency,3,BFSI,Bangalore,26,1
5507,7239,3046036,Yes,30,30,E3,14.29,14.29,0.0,No,No,Female,Direct,7,INFRA,Noida,34,1
706,926,2181439,No,9,30,E1,40.54,40.54,0.0,No,No,Male,Agency,4,BFSI,Bangalore,32,1
4064,5457,2586975,No,1,30,E1,0.0,-30.0,-30.0,No,No,Male,Agency,3,ERS,Chennai,25,1
7825,10176,3417851,Yes,16,30,E2,38.12,45.03,5.0,No,No,Male,Direct,7,INFRA,Gurgaon,34,1
7546,9774,3377214,No,7,60,E1,72.08,20.46,-30.0,No,No,Male,Agency,4,ERS,Bangalore,34,1
1899,2812,2348036,No,21,30,E1,10.0,10.0,0.0,No,No,Male,Agency,3,BFSI,Bangalore,27,1
2073,3014,2357428,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
6640,8602,3284192,No,8,30,E1,94.44,94.44,0.0,No,No,Male,Direct,3,CSMP,Chennai,27,1
2310,3275,2368323,Yes,10,90,E1,59.47,50.09,-5.88,No,No,Male,Direct,4,ETS,Hyderabad,27,1
6789,8790,3294253,No,5,30,E2,40.63,36.72,-2.78,No,No,Female,Agency,7,ERS,Chennai,28,1
569,746,2159450,Yes,48,90,E1,42.86,54.76,8.33,No,No,Male,Agency,4,CSMP,Noida,28,1
4389,5841,2613701,Yes,30,30,E1,100.0,100.0,0.0,No,No,Male,Direct,3,ETS,Bangalore,27,1
5773,7566,3215556,No,1,90,E1,51.52,40.69,-7.14,No,No,Male,Agency,4,ERS,Bangalore,27,1
7485,9690,3359679,Yes,64,60,E2,133.33,83.33,-21.43,No,No,Female,Agency,4,INFRA,Chennai,34,1
5973,7811,3233867,No,21,30,E1,150.0,75.0,-30.0,No,No,Male,Direct,2,CSMP,Chennai,29,1
5593,7342,3094099,No,5,30,E1,56.25,43.23,-8.33,No,No,Male,Agency,2,ERS,Chennai,26,1
6717,8697,3287914,Yes,2,30,E1,19.35,9.68,-8.11,No,No,Male,Direct,3,ETS,Hyderabad,28,1
4945,6545,2831565,No,10,60,E2,57.48,61.42,2.5,No,No,Female,Direct,7,BFSI,Chennai,35,1
7592,9836,3380068,No,34,30,E1,30.43,28.99,-1.11,No,No,Male,Agency,2,CSMP,Noida,34,1
6181,8063,3250635,No,32,30,E1,16.07,16.07,0.0,No,No,Male,Agency,6,BFSI,Bangalore,33,1
8074,10549,3458428,No,7,60,E1,40.0,30.0,-7.14,No,No,Male,Employee Referral,4,CSMP,Chennai,34,1
888,1143,2201794,No,28,60,E1,36.36,21.21,-11.11,No,No,Male,Employee Referral,4,EAS,Noida,26,1
1892,2803,2347958,No,6,0,E1,79.17,56.25,-12.79,No,No,Male,Direct,2,ERS,Bangalore,24,1
5855,7669,3225398,No,5,60,E2,16.44,3.42,-11.18,Yes,No,Male,Direct,9,ERS,Chennai,34,1
4865,6448,2824447,Yes,4,30,E2,53.85,53.85,0.0,No,No,Male,Direct,8,BFSI,Mumbai,31,1
7230,9350,3337631,No,1,30,E1,44.58,2.41,-29.17,No,No,Male,Direct,6,BFSI,Chennai,34,1
5346,7046,3033850,Yes,7,45,E1,100.0,66.67,-16.67,No,No,Male,Agency,4,ERS,Chennai,28,1
2052,2990,2357218,No,35,90,E1,30.43,30.43,0.0,No,No,Male,Agency,3,BFSI,Bangalore,27,1
6022,7871,3239022,No,5,30,E1,113.99,107.82,-2.88,No,No,Female,Agency,4,BFSI,Chennai,25,1
4947,6547,2831584,No,8,90,E1,24.34,19.05,-4.26,No,No,Male,Direct,3,BFSI,Chennai,27,1
7326,9478,3347996,No,41,30,E1,66.67,48.33,-11.0,No,No,Male,Direct,4,Healthcare,Noida,34,1
2109,3053,2360834,Yes,0,30,E2,57.14,37.14,-12.73,No,No,Male,Direct,3,INFRA,Bangalore,30,1
7244,9367,3338705,No,1,60,E1,73.08,73.08,0.0,No,No,Female,Direct,4,AXON,Noida,34,1
7165,9268,3328646,No,1,30,E3,22.22,25.93,3.03,Yes,No,Male,Direct,9,AXON,Bangalore,34,1
5018,6638,2840916,Yes,54,60,E2,28.21,28.21,0.0,No,No,Male,Direct,5,ETS,Noida,28,1
6028,7881,3239362,No,2,0,E1,75.0,8.0,-38.29,No,No,Female,Agency,1,INFRA,Noida,23,1
5167,6824,2862024,Yes,7,30,E2,32.92,32.92,0.0,No,No,Male,Direct,9,INFRA,Noida,30,1
2814,3921,2420181,No,22,90,E1,57.75,43.66,-8.93,No,No,Male,Direct,3,BFSI,Chennai,26,1
6589,8545,3278633,Yes,4,30,E2,33.33,25.0,-6.25,No,No,Male,Direct,7,EAS,Bangalore,28,1
3069,4238,2444791,No,2,30,E1,53.85,40.38,-8.75,No,No,Female,Direct,5,CSMP,Gurgaon,28,1
7798,10137,3411807,No,4,90,E2,37.5,100.0,45.45,No,No,Male,Employee Referral,6,INFRA,Noida,34,1
6939,8975,3304657,Yes,8,30,E2,12.9,3.23,-8.57,No,No,Male,Direct,11,EAS,Chennai,36,1
2664,3741,2407172,No,12,30,E1,42.86,42.86,0.0,No,No,Male,Direct,1,INFRA,Kolkata,25,1
2307,3272,2368270,No,6,30,E2,29.87,20.78,-7.0,No,No,Male,Direct,6,ERS,Chennai,30,1
5530,7265,3046335,Yes,37,30,E1,65.29,51.52,-8.33,No,No,Male,Direct,3,BFSI,Bangalore,27,1
6948,8988,3305117,Yes,17,90,E2,29.27,18.9,-8.02,No,No,Male,Agency,8,ERS,Bangalore,30,1
3022,4178,2441143,Yes,3,60,E1,21.21,31.31,8.33,No,No,Male,Direct,4,ERS,Chennai,29,1
7623,9872,3381961,No,12,30,E1,0.0,0.0,0.0,Yes,No,Male,Agency,5,ERS,Chennai,34,1
7495,9705,3360222,Yes,17,90,E1,34.62,25.0,-7.14,No,No,Male,Direct,3,EAS,Hyderabad,34,1
58,71,2287263,Yes,69,75,E2,57.14,46.43,-6.82,No,No,Male,Employee Referral,6,ETS,Bangalore,29,1
1003,1287,2213307,Yes,15,60,E1,50.0,37.0,-8.67,No,No,Male,Direct,3,INFRA,Noida,30,1
4662,6195,2798173,No,2,30,E1,44.44,61.11,11.54,No,No,Female,Direct,3,CSMP,Noida,28,1
2796,3900,2420009,Yes,114,30,E1,66.67,42.59,-14.44,No,No,Female,Agency,5,BFSI,Bangalore,31,1
5034,6659,2845631,Yes,48,30,E2,35.85,55.66,14.58,No,No,Male,Direct,5,INFRA,Noida,32,1
7573,9814,3379738,No,1,30,E1,50.0,68.4,12.27,No,No,Male,Direct,3,INFRA,Chennai,34,1
6135,8007,3250344,Yes,1,45,E1,25.0,39.29,11.43,No,No,Female,Agency,2,ERS,Chennai,24,1
3860,5201,2561561,No,80,30,E1,21.95,21.95,0.0,No,No,Male,Direct,3,BFSI,Chennai,28,1
5208,6875,2866319,No,3,30,E1,56.25,40.63,-10.0,No,No,Male,Agency,3,BFSI,Bangalore,27,1
10,13,2151180,No,120,30,E2,5.26,-60.53,-62.5,No,No,Male,Employee Referral,3,INFRA,Noida,34,1
5278,6970,3029800,No,0,30,E2,50.0,43.75,-4.17,No,No,Male,Direct,3,INFRA,Gurgaon,25,1
3029,4187,2441365,Yes,1,30,E2,37.5,48.53,8.02,No,No,Male,Direct,3,INFRA,Noida,26,1
3514,4767,2483264,No,5,90,E1,55.56,44.44,-7.14,No,No,Male,Direct,3,ETS,Noida,25,1
7718,9997,3385071,No,4,60,E2,52.94,32.94,-13.08,No,No,Female,Direct,6,INFRA,Noida,34,1
7064,9135,3321603,Yes,5,30,E1,66.67,37.78,-17.33,No,No,Male,Direct,4,BFSI,Bangalore,29,1
2239,3198,2364697,No,2,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,1
7628,9877,3381999,Yes,11,60,E2,73.59,55.79,-10.26,No,No,Male,Agency,8,ERS,Chennai,34,1
7155,9253,3328323,Yes,71,60,E2,50.38,27.82,-15.0,No,No,Male,Agency,5,AXON,Hyderabad,34,1
1676,2514,2302209,Yes,25,60,E2,17.65,5.88,-10.0,No,No,Male,Direct,6,ERS,Chennai,28,1
2083,3024,2357438,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2243,3202,2364701,No,2,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,1
8722,11769,3638262,No,1,30,E1,100.0,133.33,16.67,No,No,Male,Agency,1,ERS,Bangalore,34,1
1788,2664,2328315,No,2,60,E2,29.41,23.53,-4.55,No,No,Male,Direct,6,ERS,Chennai,34,1
3273,4485,2464477,No,2,90,E2,72.41,55.17,-10.0,No,No,Male,Direct,6,BFSI,Bangalore,29,1
16,19,2166041,Yes,98,30,E2,50.0,165.36,76.91,No,No,Male,Agency,8,INFRA,Noida,36,1
2239,3198,2364697,No,2,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,1
221,284,3120254,Yes,39,90,E2,46.24,46.24,0.0,No,No,Male,Agency,6,ERS,Chennai,37,1
7081,9153,3321739,No,5,60,E1,52.63,44.74,-5.17,No,No,Male,Direct,3,BFSI,Bangalore,26,1
2979,4125,2437762,No,21,30,E1,81.22,48.27,-18.18,No,No,Male,Direct,3,BFSI,Mumbai,29,1
8018,10462,3452140,No,5,30,E1,48.65,18.92,-20.0,No,No,Male,Agency,3,BFSI,Chennai,34,1
7233,9353,3337836,Yes,64,60,E2,45.83,45.83,0.0,No,No,Male,Agency,5,EAS,Chennai,34,1
5201,6867,2866217,No,8,30,E1,37.5,37.5,0.0,No,No,Male,Agency,3,BFSI,Bangalore,28,1
2994,4148,2440995,No,29,45,E1,58.49,24.53,-21.43,No,No,Male,Direct,4,ERS,Chennai,27,1
2404,3380,2372590,No,2,30,E1,70.0,40.0,-17.65,No,No,Male,Agency,4,BFSI,Bangalore,28,1
1152,1481,2222513,Yes,34,30,E3,22.22,36.08,11.34,No,No,Male,Direct,8,INFRA,Noida,33,1
8305,10951,3511007,No,10,30,E1,65.71,57.14,-5.17,No,No,Male,Agency,3,ERS,Chennai,34,1
5015,6635,2840089,Yes,1,60,E2,35.18,35.18,0.0,No,No,Male,Agency,5,INFRA,Chennai,31,1
5740,7529,3211567,No,8,60,E2,64.29,64.29,0.0,No,No,Male,Direct,6,BFSI,Mumbai,29,1
7423,9600,3355731,No,7,90,E1,22.64,22.64,0.0,No,No,Male,Direct,4,BFSI,Bangalore,34,1
3618,4897,2534617,No,74,30,E1,39.17,31.21,-5.71,No,No,Male,Agency,4,ERS,Chennai,28,1
780,1011,2189775,Yes,13,60,E2,38.55,38.55,0.0,No,No,Male,Direct,6,ERS,Bangalore,29,1
1696,2541,2309761,Yes,20,30,E2,55.56,44.44,-7.14,No,No,Female,Direct,6,BFSI,Gurgaon,36,1
296,376,3328640,No,6,60,E2,53.33,53.33,0.0,No,No,Male,Agency,7,Healthcare,Noida,30,1
2658,3735,2406900,Yes,107,30,E1,42.86,23.81,-13.33,No,No,Male,Direct,4,BFSI,Bangalore,30,1
2310,3275,2368323,Yes,10,90,E1,59.47,50.09,-5.88,No,No,Male,Direct,4,ETS,Hyderabad,27,1
2533,3560,2386522,Yes,56,30,E1,20.37,20.37,0.0,No,No,Male,Agency,5,BFSI,Gurgaon,28,1
7547,9775,3377247,Yes,3,30,E1,73.08,71.15,-1.11,No,No,Male,Direct,3,CSMP,Chennai,34,1
4411,5866,2614154,No,10,30,E2,51.52,37.74,-9.09,No,No,Male,Direct,6,CSMP,Noida,31,1
4026,5411,2586307,Yes,62,45,E1,54.76,50.0,-3.08,No,No,Female,Direct,3,EAS,Bangalore,29,1
3550,4811,2483573,No,1,30,E2,37.5,42.5,3.64,No,No,Male,Direct,3,INFRA,Bangalore,26,1
6227,8111,3250903,Yes,50,30,E1,14.0,14.0,0.0,No,No,Male,Agency,3,BFSI,Bangalore,28,1
2518,3541,2383243,No,0,30,E1,62.64,54.24,-5.16,No,No,Female,Direct,2,INFRA,Bangalore,26,1
3434,4673,2478612,Yes,62,60,E1,37.25,37.25,0.0,No,No,Male,Agency,5,BFSI,Bangalore,33,1
4244,5675,2604103,No,6,45,E1,22.22,22.22,0.0,No,No,Male,Agency,4,ERS,Noida,31,1
1529,2224,2284407,Yes,9,75,E1,51.11,37.78,-8.82,No,No,Male,Direct,5,ERS,Chennai,27,1
7188,9300,3333665,No,2,30,E1,40.0,18.0,-15.71,No,No,Male,Agency,4,ERS,Noida,34,1
2654,3729,2405580,No,111,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,25,1
1352,1803,2280811,Yes,58,90,E2,32.08,15.09,-12.86,No,No,Female,Direct,7,AXON,Bangalore,30,1
5351,7053,3034173,Yes,5,30,E1,25.0,0.0,-20.0,No,No,Male,Agency,2,INFRA,Bangalore,29,1
6895,8921,3300826,No,0,30,E1,24.44,28.89,3.57,No,No,Male,Agency,3,BFSI,Bangalore,29,1
7070,9142,3321660,No,4,60,E1,43.75,43.75,0.0,No,No,Male,Agency,3,BFSI,Chennai,29,1
7034,9094,3320217,No,3,60,E1,51.16,51.16,0.0,No,No,Male,Direct,3,Healthcare,Chennai,28,1
4597,6108,2785870,Yes,32,30,E1,8.23,42.86,32.0,No,No,Male,Agency,1,INFRA,Bangalore,22,1
4091,5487,2590315,Yes,60,45,E2,22.22,77.78,45.45,No,No,Male,Agency,6,ERS,Noida,29,1
6506,8442,3270874,Yes,98,90,E1,27.91,27.91,0.0,No,No,Male,Agency,2,ERS,Bangalore,26,1
920,1185,2206671,No,68,120,E2,60.0,76.0,10.0,Yes,No,Male,Employee Referral,8,AXON,Kolkata,31,1
1363,1825,2281196,Yes,11,90,E1,39.53,39.53,0.0,No,No,Female,Direct,4,EAS,Chennai,26,1
2763,3862,2417155,Yes,22,60,E1,52.67,39.95,-8.33,No,No,Male,Agency,3,BFSI,Bangalore,26,1
2239,3198,2364697,No,2,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,1
6156,8033,3250458,No,4,60,E1,62.72,62.72,0.0,No,No,Male,Agency,3,BFSI,Bangalore,26,1
8293,10931,3506541,Yes,11,0,E1,50.0,-2.5,-35.0,No,No,Male,Agency,1,INFRA,Noida,34,1
7736,10030,3392792,No,18,45,E2,50.0,31.25,-12.5,No,No,Male,Agency,6,ERS,Chennai,34,1
4157,5564,2594050,No,2,90,E3,83.33,50.0,-18.18,No,No,Male,Agency,5,INFRA,Noida,30,1
4227,5653,2598683,No,31,30,E1,66.67,100.0,20.0,No,No,Male,Direct,2,INFRA,Noida,26,1
7451,9639,3356266,No,5,90,E1,16.28,3.49,-11.0,No,No,Male,Direct,3,BFSI,Chennai,34,1
1362,1824,2281166,Yes,0,75,E1,75.72,53.35,-12.73,No,No,Male,Direct,3,ERS,Bangalore,26,1
2760,3858,2417100,Yes,97,90,E1,17.65,17.65,0.0,No,No,Male,Agency,3,BFSI,Bangalore,26,1
5740,7529,3211567,No,8,60,E2,64.29,64.29,0.0,No,No,Male,Direct,6,BFSI,Mumbai,29,1
6259,8149,3256842,No,5,30,E1,47.73,34.09,-9.23,No,No,Male,Agency,3,ERS,Bangalore,26,1
7752,10063,3399675,Yes,5,60,E1,90.48,58.73,-16.67,No,No,Male,Agency,3,ERS,Noida,34,1
4497,5976,2636030,Yes,21,30,E2,24.26,24.26,0.0,No,No,Male,Agency,8,EAS,Bangalore,34,1
2450,3440,2378084,Yes,7,30,E1,18.18,18.18,0.0,No,No,Male,Agency,2,ERS,Chennai,25,1
4337,5785,2609700,No,7,30,E1,67.44,60.47,-4.17,No,No,Male,Direct,5,ERS,Chennai,27,1
7192,9304,3333726,Yes,34,45,E1,50.0,25.0,-16.67,No,No,Male,Direct,3,ERS,Bangalore,34,1
6379,8298,3263213,Yes,7,60,E1,60.0,38.46,-13.46,No,No,Female,Agency,2,ERS,Chennai,24,1
1571,2308,2285385,Yes,9,120,E2,24.14,27.59,2.78,No,No,Male,Direct,11,ERS,Bangalore,35,1
5663,7434,3200107,Yes,42,30,E1,39.33,34.83,-3.23,No,No,Male,Direct,4,BFSI,Bangalore,27,1
2654,3729,2405580,No,111,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,25,1
5357,7060,3034341,No,42,60,E1,59.52,54.76,-2.99,No,No,Male,Agency,4,BFSI,Chennai,26,1
1066,1357,2217261,No,2,60,E2,2.71,-22.97,-25.0,No,No,Male,Direct,7,ERS,Noida,35,1
6860,8878,3300284,No,10,60,E2,35.0,35.0,0.0,No,No,Male,Agency,8,ETS,Chennai,31,1
2515,3535,2383225,No,13,45,E1,20.43,20.43,0.0,No,No,Female,Agency,4,ERS,Hyderabad,27,1
773,1003,2188661,No,4,90,E2,39.53,44.19,3.33,No,No,Male,Direct,3,INFRA,Noida,28,1
247,317,3250029,Yes,1,30,E1,-35.45,-7.79,42.86,No,No,Male,Agency,3,ERS,Chennai,26,1
2907,4032,2427703,No,2,60,E2,21.58,10.33,-9.25,No,No,Male,Agency,6,ERS,Chennai,32,1
3020,4176,2441126,Yes,49,60,E1,48.57,28.57,-13.46,No,No,Male,Agency,3,ERS,Hyderabad,28,1
5121,6772,2859505,Yes,101,90,E1,75.0,50.0,-14.29,No,No,Female,Direct,3,AXON,Noida,26,1
3094,4267,2448563,No,38,30,E2,50.0,66.67,11.11,No,No,Male,Direct,2,INFRA,Noida,27,1
1852,2743,2344591,Yes,126,30,E1,28.21,34.62,5.0,No,No,Male,Agency,3,ERS,Chennai,30,1
7272,9400,3342048,No,28,45,E1,41.51,32.08,-6.67,No,No,Male,Direct,4,ETS,Chennai,34,1
8081,10560,3458665,Yes,18,0,E2,28.79,25.0,-2.94,Yes,No,Male,Direct,5,AXON,Bangalore,34,1
1298,1722,2241021,Yes,47,60,E1,17.82,17.82,0.0,No,No,Male,Employee Referral,6,CSMP,Noida,33,1
8198,10741,3481531,No,2,30,E1,32.0,32.0,0.0,No,No,Male,Agency,3,INFRA,Bangalore,34,1
3636,4917,2535951,No,3,90,E1,16.67,16.67,0.0,No,No,Male,Employee Referral,3,AXON,Noida,26,1
2159,3111,2364208,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,1
6092,7955,3249812,Yes,83,90,E1,14.29,10.0,-3.75,No,No,Male,Agency,5,ERS,Chennai,30,1
2791,3894,2419923,Yes,37,30,E1,59.18,59.18,0.0,No,No,Male,Agency,4,ETS,Chennai,35,1
206,262,2926304,No,4,45,E2,41.03,21.79,-13.64,No,No,Male,Direct,7,BFSI,Bangalore,34,1
2352,3324,2368950,No,18,60,E1,35.14,35.14,0.0,No,No,Male,Direct,3,ETS,Bangalore,27,1
5634,7394,3195272,No,7,30,E1,104.92,63.93,-20.0,No,No,Male,Agency,3,ERS,Bangalore,26,1
2960,4102,2437038,No,3,45,E1,20.97,-3.23,-20.0,No,No,Male,Direct,4,CSMP,Noida,28,1
122,154,2474728,Yes,45,60,E2,25.0,18.75,-5.0,No,No,Male,Direct,7,BFSI,Bangalore,35,1
5337,7037,3033623,No,57,60,E1,36.27,21.59,-10.77,No,No,Male,Employee Referral,3,BFSI,Bangalore,29,1
5707,7485,3204422,Yes,38,30,E1,53.85,34.62,-12.5,Yes,No,Male,Direct,3,ETS,Bangalore,25,1
4543,6039,2780409,No,19,30,E2,18.92,18.92,0.0,No,No,Female,Agency,7,ERS,Chennai,30,1
5993,7838,3234795,No,4,90,E1,32.36,32.38,0.02,No,No,Male,Agency,2,ERS,Chennai,25,1
8401,11129,3533962,No,8,60,E2,58.73,34.92,-15.0,No,No,Male,Employee Referral,6,CSMP,Noida,34,1
6787,8788,3294242,Yes,4,30,E1,73.33,60.0,-7.69,No,No,Male,Agency,4,ERS,Chennai,28,1
6604,8564,3279130,No,6,60,E1,26.67,13.33,-10.53,No,No,Female,Employee Referral,4,ERS,Bangalore,26,1
4541,6037,2780385,No,4,45,E1,100.0,82.86,-8.57,No,No,Male,Agency,4,ERS,Chennai,25,1
5656,7425,3199733,No,8,30,E2,33.33,25.49,-5.88,No,No,Male,Agency,9,ERS,Chennai,33,1
3286,4499,2464692,Yes,69,90,E2,40.45,29.21,-8.0,No,No,Male,Agency,8,BFSI,Bangalore,34,1
174,222,2795222,Yes,7,30,E2,-24.6,-24.6,0.0,No,No,Male,Direct,5,BFSI,Chennai,31,1
4015,5399,2579443,No,0,30,E1,20.0,10.0,-8.33,No,No,Female,Employee Referral,1,INFRA,Bangalore,24,1
2869,3988,2424254,No,2,30,E2,22.11,22.11,0.0,No,No,Male,Direct,5,AXON,Noida,28,1
2914,4040,2430972,Yes,53,60,E1,51.16,22.09,-19.23,No,No,Male,Agency,3,ERS,Bangalore,26,1
6801,8803,3294369,Yes,6,30,E1,59.09,42.05,-10.71,No,No,Male,Agency,3,ERS,Chennai,25,1
2832,3946,2420349,Yes,88,60,E1,76.32,76.32,0.0,No,No,Female,Agency,3,ETS,Chennai,26,1
3231,4441,2463796,Yes,81,90,E1,86.1,48.88,-20.0,No,No,Male,Agency,5,ERS,Chennai,27,1
8978,12271,3798484,No,4,0,E1,10.0,10.0,0.0,No,No,Male,Employee Referral,3,INFRA,Chennai,34,1
319,402,3379843,No,17,0,E1,-12.04,-12.04,0.0,No,No,Male,Agency,2,INFRA,Chennai,28,1
3130,4315,2452309,No,2,90,E1,10.6,3.69,-6.25,No,No,Male,Agency,3,CSMP,Gurgaon,25,1
6420,8342,3263862,Yes,5,60,E1,78.57,50.0,-16.0,No,No,Male,Agency,3,CSMP,Chennai,28,1
8765,11826,3649511,No,0,90,E3,73.05,45.24,-16.07,No,No,Male,Employee Referral,14,INFRA,Bangalore,34,1
8662,11667,3625625,Yes,26,30,E3,42.86,42.86,0.0,No,No,Male,Direct,20,INFRA,Mumbai,34,1
7519,9741,3374369,Yes,29,30,E1,30.43,19.57,-8.33,No,No,Male,Employee Referral,4,CSMP,Noida,34,1
2307,3272,2368270,No,6,30,E2,29.87,20.78,-7.0,No,No,Male,Direct,6,ERS,Chennai,30,1
7159,9260,3328461,Yes,61,90,E1,57.89,57.89,0.0,No,No,Female,Agency,4,AXON,Hyderabad,34,1
5340,7040,3033767,No,4,30,E2,22.22,22.22,0.0,No,No,Male,Agency,6,ETS,Bangalore,35,1
3513,4765,2483248,No,1,60,E1,10.09,21.1,10.0,No,No,Female,Direct,4,ERS,Chennai,27,1
1291,1714,2239150,Yes,7,45,E1,18.18,-18.18,-30.77,No,No,Female,Agency,3,ERS,Noida,28,1
3987,5365,2578778,Yes,1,90,E2,43.94,25.0,-13.16,No,No,Male,Agency,5,ERS,Chennai,31,1
6916,8943,3304055,Yes,72,60,E1,43.94,43.94,0.0,No,No,Male,Direct,4,BFSI,Chennai,26,1
3086,4258,2448418,No,1,30,E1,37.1,37.1,0.0,No,No,Female,Direct,4,BFSI,Chennai,25,1
6939,8975,3304657,Yes,8,30,E2,12.9,3.23,-8.57,No,No,Male,Direct,11,EAS,Chennai,36,1
945,1216,2208477,No,59,30,E2,37.5,45.0,5.45,No,No,Male,Direct,3,INFRA,Noida,30,1
2855,3972,2420738,No,1,30,E1,40.0,21.0,-13.57,No,No,Male,Direct,3,BFSI,Chennai,26,1
5095,6737,2855621,Yes,3,60,E1,33.33,22.22,-8.33,No,No,Female,Agency,3,ERS,Noida,26,1
360,468,3685332,No,4,0,E1,-57.43,-39.19,42.86,No,No,Male,Agency,2,ERS,Bangalore,25,1
3762,5073,2552552,No,4,60,E1,7.58,7.58,0.0,No,No,Male,Direct,3,ERS,Chennai,26,1
3116,4297,2451911,No,13,30,E2,30.0,21.36,-6.65,No,No,Male,Agency,7,BFSI,Bangalore,31,1
5143,6798,2861597,No,8,60,E1,58.97,43.59,-9.68,No,No,Male,Direct,3,BFSI,Chennai,26,1
